Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
95.0	2.0	447.0814686494308	0.0022367288069909427	-58.575072592952395	-54.101614978970446	-0.56674379422369	2.1463048766737116	3.3718993803211124	1513.367849582741	-0.4758785197909905	0.00018379943488112694	0.20780420754062773	liquid
96.28140703517587	2.0	445.373183654763	0.002245308062317383	-54.26816838682944	-49.77755226219462	-0.5215316635105037	2.139001798502368	3.3770809790484067	1501.69076860198	-0.4727943036821569	0.00017689813923083965	0.20622337880850128	liquid
97.56281407035176	2.0	443.65661540294815	0.002253995466948592	-49.954649417913636	-45.44665848401752	-0.47684682216845387	2.1318958121147062	3.382557400942238	1489.9354954555533	-0.46957334750574353	0.00017043405271465378	0.2046197804952646	liquid
98.84422110552764	2.0	441.9314499339988	0.002262794377158148	-45.63415797892715	-41.10856922461088	-0.43267179763993974	2.1249616787424213	3.3883086993679536	1478.1055092771307	-0.46621530087445706	0.0001643685260647994	0.20299511081483215	liquid
100.12562814070351	2.0	440.19736706371515	0.0022717082718381135	-41.30635879847913	-36.762942254802276	-0.3889900157071813	2.118178305939342	3.3943200627481027	1466.2037457359731	-0.4627187538000185	0.00015866709178262572	0.20135096226115548	liquid
101.4070351758794	2.0	438.45403915131595	0.0022807407634689108	-36.97093293133509	-32.40945140439634	-0.3457856939296603	2.1115281219192887	3.4005811342708445	1454.232649113775	-0.4590813380352956	0.00015329893897631327	0.19968882771528965	liquid
102.68844221105527	2.0	436.70112989957266	0.002289895609452552	-32.62757244959312	-28.04778123068745	-0.3030437496159662	2.104996544481091	3.407085440392366	1442.194217634702	-0.45529980947697757	0.00014823646084869492	0.1980101060982292	liquid
103.96984924623115	2.0	434.9382931717498	0.002299176723915447	-28.275975805971875	-23.67762235814111	-0.2607497199996343	2.0985715300825487	3.413829912391825	1430.0900427793904	-0.4513701139062242	0.00014345486407495004	0.196316107602336	liquid
105.25125628140704	2.0	433.1651718108141	0.0023085881900882657	-23.915843758870835	-19.298667378693086	-0.2188896926648408	2.0922431909175114	3.4208144878090274	1417.9213432376034	-0.44728743799763915	0.00013893183098819434	0.19460805853099386	liquid
106.53266331658291	2.0	431.38139644720036	0.0023181342733735546	-19.546875764327112	-14.910607217580655	-0.17745024457942635	2.0860034697645355	3.4280417807557613	1405.6889940807444	-0.44304624721459324	0.000134647226895827	0.19288710577320928	liquid
107.8140703517588	2.0	429.5865842819618	0.002327819435216915	-15.16876675290861	-10.513127882474704	-0.13641838835065181	2.0798458639770625	3.4355168119141153	1393.393551666318	-0.43864031192891995	0.00013058284602723716	0.191154320937207	liquid
109.09547738693468	2.0	427.78033783241557	0.002337648347904558	-10.781204220349249	-6.105907524538642	-0.09578152453273457	2.0737651913278774	3.443246790581588	1381.0352747219063	-0.4340627228512901	0.00012672219060227963	0.1894107041646558	liquid
110.37688442211055	2.0	425.9622436274102	0.002347625910419191	-6.383865569694305	-1.6886137488564146	-0.05552739899248992	2.067757391547937	3.4512409424394694	1368.6141419973626	-0.42930589663240737	0.0001230502783412712	0.18765718764487735	liquid
