Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Thermal Expansion Coefficient (l, 1/K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)	Thermal Expansion Coefficient (v, 1/K)
107.41708542713567	0.07035567015803916	428.4871656755174	0.002333792188205877	-14.941634321256013	-14.7774388078458	-0.13425056667629567	2.07639229650363	3.451910776826578	1380.2283807347785	-0.4333161475178552	0.0001289150940440544	0.18965343837835544	0.013753284724939533	0.003342878990191966	1.3000718239625177	0.7691882721925914	449.4591727350324	503.5759291028395	4.691363215800605	1.604522547426935	2.1875221407490364	267.65017255444434	32.24695101436761	4.0729570487400026e-06	0.010908473234512477	0.010163264598899742
107.9145728643216	0.07354084335852915	427.7764171587867	0.0023376697730132447	-13.226509025463148	-13.054594818861789	-0.11831787250291154	2.0740102992112948	3.4551563965856475	1375.3333331200417	-0.43144463703108454	0.00012740562463993887	0.18897121757010032	0.013655551145520327	0.003357377643979627	1.3539047243162647	0.7386044099262671	450.1236793133352	504.44127052763514	4.677103650381973	1.6057047872610812	2.1907989366987812	268.1166036836926	31.929222537099403	4.093498454822211e-06	0.010975566246042933	0.010144193620442549
108.41206030150754	0.0768369536889144	427.0638759580965	0.002341570093599113	-11.509895699282136	-11.329976586440878	-0.1024445703643339	2.071640438256407	3.4584453810532514	1370.4287180092106	-0.4295446970299671	0.00012592584404387945	0.18828745676399072	0.013557881301074255	0.0033720632434550216	1.409414416557294	0.7095145247929633	450.7854546982567	505.30238938137956	4.663006473836846	1.6069018297586044	2.1941408105509885	268.5777687463212	31.61762703003985	4.114001305800238e-06	0.011042951558645547	0.010125958720238483
108.90954773869346	0.08024657810276935	426.3495199119449	0.0023454934350730186	-9.791777840740808	-9.603560018614735	-0.08662995894139688	2.069282482727093	3.461778325448658	1365.5145603360381	-0.427615849317197	0.00012447488406503986	0.18760221435498736	0.013460276946945866	0.0033869390207641077	1.4666347823038708	0.6818330044165084	451.44445903104184	506.1592244729911	4.649068565205205	1.6081136765763604	2.1975486859252844	269.0336382224673	31.312015586132553	4.13446667742546e-06	0.01111063426437499	0.010108559726914913
109.4070351758794	0.08377231669140894	425.63332657515696	0.0023494400874256335	-8.072138799687464	-7.875320760637526	-0.07087334495182983	2.0669362254086785	3.4651558696541858	1360.5908798464318	-0.42565760007140213	0.0001230519080653995	0.1869155473138427	0.013362739828402463	0.003402008297937	1.5256000044292073	0.6554798093187887	452.10065223928757	507.01171441035973	4.635286860772412	1.6093403329741978	2.2010235119129145	269.48418288190385	31.01224367966507	4.1548956769812426e-06	0.011178619515112656	0.010091996706751365
109.90452261306532	0.08741679224311306	424.91527321002144	0.002353410345656682	-6.350961760014233	-6.145234176764939	-0.05517404283670344	2.064601481359297	3.4685786970995127	1355.6576912482346	-0.4236694398164128	0.00012165610955849397	0.18622751121648623	0.013265271680896034	0.003417274489117026	1.5863445697193	0.63038006943028	452.75399402915275	507.8597975927333	4.62165835267014	1.6105818079942076	2.204566264075498	269.92937378453144	30.71817099611293	4.1752894436036715e-06	0.01124691252384308	0.010076269967442063
110.40201005025125	0.09118264980331192	424.1953367772969	0.002357404509906249	-4.628229722520467	-4.413275332647341	-0.03953137445968842	2.0622780865757404	3.47204753376836	1350.7150043524018	-0.4216508433624913	0.00012028671087945218	0.18553816027253778	0.013167874230327531	0.0034327411029053977	1.6489032718814418	0.6064637126100028	453.4044438772414	508.70341220257063	4.608180087511579	1.6118381146367111	2.2081779454657555	270.36918228031936	30.429661270619505	4.195649148614555e-06	0.01131551856599789	0.010061380062034086
110.89949748743719	0.09507255623619261	423.4734939270886	0.0023614228855895632	-2.9039254883862475	-2.6794189782998137	-0.023944668818366873	2.059965896744284	3.475563147322458	1345.7628242060664	-0.41960126972014383	0.00011894296192237357	0.18484754735299494	0.013070549193313692	0.003448411744824462	1.7133112149100926	0.583665122423468	454.05196102215996	509.54249619686453	4.594849165059809	1.6131092700333396	2.2118595876718916	270.8035800087134	30.146582134586097	4.215975995867591e-06	0.011384442980875186	0.010047327793048651
111.39698492462311	0.09908919978816207	422.7497209895743	0.002365465783535459	-1.1780316431758031	-0.9436395315605384	-0.008413261766682518	2.057664786071472	3.479126346338062	1340.8011512178232	-0.4175201619870461	0.00011762413894127561	0.18415572401709904	0.01297329827745645	0.0034642901199031153	1.7796038168167039	0.5619228226812678	454.6965044557527	510.3769872979403	4.5816627369282985	1.614395295617516	2.2156122518872983	271.2325388975241	29.86880496987586	4.236271222108836e-06	0.011453691173134346	0.010034114216793465
111.89447236180905	0.10323528965359345	422.0239939655655	0.0023695335201287006	0.5494694586529211	0.7940889379472649	0.007063504252146059	2.055374646190209	3.482737979650854	1335.8299812755154	-0.41540694720849	0.00011632954341108566	0.18346274053840136	0.01287612318161496	0.0034803800353885484	1.847816813730263	0.5411791864699289	455.3380329140139	511.20682298372867	4.56861800531248	1.615696217292654	2.219437030007373	271.65603116131257	29.59620477016846	4.256536097352393e-06	0.0115232686143713	0.01002174064787474
