Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
95.0	0.5	446.04282381576263	0.0022419372011084045	-57.625272570872305	-56.50430397031777	-0.5566775288816467	2.142429018646963	3.3812483048871433	1502.597860778264	-0.4728745908764544	0.00018061822230341955	0.20642452007109058	liquid
96.28140703517587	0.5	444.3128058933046	0.002250666617608442	-53.29332503995306	-52.16799173114909	-0.511337324047688	2.1350962903475867	3.3868539297964873	1490.699804307921	-0.46961513139759803	0.0001738460051305795	0.20482389010615276	liquid
97.56281407035176	0.5	442.5737910272729	0.002259510211119521	-48.95404830148745	-47.82429319592759	-0.4665203733410986	2.127960551195034	3.3927731653199915	1478.718703094853	-0.4662099053506431	0.00016750141921317895	0.20320031378325806	liquid
98.84422110552764	0.5	440.82543381079785	0.002268471651817621	-44.60705476401354	-43.47281893810542	-0.4222090548847156	2.1209967425543743	3.3989875331991026	1466.657744959794	-0.4626578901310418	0.0001615466573947019	0.20155546937363086	liquid
100.12562814070351	0.5	439.0673804750026	0.0022775547546213877	-40.251977164262016	-39.11319978695094	-0.3783866314630734	2.1141839392784147	3.4054837754020655	1454.5195623033621	-0.4589569581980474	0.0001559480020456955	0.1998909287594764	liquid
101.4070351758794	0.5	437.29926749319816	0.002286763492041647	-35.88846232464922	-34.74508057862899	-0.33503714349203556	2.107504726955149	3.4122531866398	1442.3062826036085	-0.45510397312874973	0.00015067531111978295	0.19820816344945447	liquid
102.68844221105527	0.5	435.5207202002638	0.0022961020075925984	-31.516165694281526	-30.368114690485346	-0.2921453163861228	2.1009446735007895	3.4192910565626375	1430.01957207743	-0.45109486622826833	0.0001457015753276465	0.19650855013425697	liquid
103.96984924623115	0.5	433.731351409583	0.002305574629894983	-27.134746543239793	-25.98195922829185	-0.24969647999080144	2.0944918807129524	3.4265962061097586	1417.6606732203315	-0.446924695899548	0.00014100253589601787	0.19479337581414058	liquid
105.25125628140704	0.5	431.9307600107695	0.0023151858876063066	-22.743863698112214	-21.5862707543091	-0.20767649812109706	2.0881366036860864	3.434170605073408	1405.2304368615937	-0.44258769161786954	0.00013655635402004014	0.19306384252696868	liquid
106.53266331658291	0.5	430.11852953192505	0.002324940525320419	-18.343171721882705	-17.180701459223013	-0.1660717065567416	2.081870927901412	3.442019060124819	1392.729349296546	-0.43807728402997403	0.00013234332449174211	0.19132107170229842	liquid
107.8140703517588	0.5	428.29422665033604	0.002334843520588501	-13.93231745384112	-12.764895693546261	-0.12486885809936786	2.075688495402656	3.4501489644029033	1380.1575549863226	-0.4333861224025791	0.00012834562713989983	0.18956610816423672	liquid
109.09547738693468	0.5	426.4573996353481	0.002344900102226089	-9.510936835544847	-8.338486784432535	-0.08405507350819467	2.0695842728096596	3.4585701013504946	1367.5148752486073	-0.42850608037625376	0.00012454711068435467	0.1877999238032076	liquid
110.37688442211055	0.5	424.6075767066785	0.0023551157700862366	-5.078651957379831	-3.901094072336218	-0.04361779730484014	2.0635543550489706	3.467294496848135	1354.8008233008834	-0.42342825073360707	0.00012093310442175346	0.1860234209343058	liquid
111.65829145728644	0.5	422.7442642906123	0.0023654963164977624	-0.6350682670746741	0.547679891173642	-0.0035447575808080427	2.0575957996294143	3.4763363148846813	1342.0146159599853	-0.41814292966095745	0.00011749025384499662	0.18423743535760084	liquid
112.93969849246231	0.5	420.86694515536385	0.0023760478495902025	3.8202281130036178	5.008252037798478	0.03617607094098142	2.0517064870920527	3.4857117930546284	1329.1551822486506	-0.41263959076536155	0.00011420637687656447	0.18244273913349637	liquid
114.2211055276382	0.5	418.97507640537094	0.0023867768187539394	8.287673008836604	9.481061418212974	0.07555650124399456	2.045885003942001	3.495439215116339	1316.2211691097043	-0.40690684889889583	0.00011107033788384497	0.18064004308408757	liquid
115.50251256281408	0.5	417.06808731234713	0.00239769004251598	12.767726804044202	13.966571825301855	0.11460816633131361	2.040130544945426	3.505538918711407	1303.2109443819731	-0.40093241363474547	0.00010807193705709537	0.17882999902928684	liquid
116.78391959798995	0.5	415.14537695852647	0.0024087947391496574	17.260877079618346	18.465274449192645	0.1533425500296896	2.0344428321656545	3.5160333371609793	1290.1225971470235	-0.3947030320289448	0.00010520181307989299	0.17701320176431418	liquid
118.06532663316582	0.5	413.2063116646353	0.0024200985603811775	21.76764132728547	22.97769060747658	0.191771016752743	2.028822048532085	3.526947075042937	1276.9539355127233	-0.3882044200825406	0.0001024513573179208	0.17519019078295264	liquid
119.34673366834171	0.5	411.25022217158215	0.0024316096286089764	26.28856977983516	27.504374594139694	0.22990484065736594	2.0232687840969996	3.538307018042369	1263.7024818563257	-0.3814211820842199	9.98126380030814e-05	0.1733614517486262	liquid
120.62814070351759	0.5	409.2764005406452	0.002443336578114501	30.824248402815677	32.04591669187351	0.26775523460448675	2.017783993448394	3.5501424783791617	1250.3654655064367	-0.3743367167568107	9.727833310331114e-05	0.17152741771295005	liquid
121.90954773869348	0.5	407.284096731844	0.0024552886008176265	35.37530209421985	36.60294639462852	0.3053333793231924	2.0123689630210104	3.562485377982741	1236.9398127975608	-0.366933108843078	9.484167074989712e-05	0.1696884700787335	liquid
123.19095477386935	0.5	405.2725148140859	0.0024674754972187998	39.942398142093666	41.17613589070304	0.34265045317557	2.007025287290189	3.5753704725324997	1223.422134382664	-0.35919100443807944	9.249637624849569e-05	0.167844939301548	liquid
124.47236180904522	0.5	403.24080875337665	0.002479907733276081	44.52624999461953	45.7662038612574	0.37971766292853393	2.001754853051391	3.5888356205542884	1209.808709636007	-0.351089467993899	9.023662483155281e-05	0.1659971053207388	liquid
125.7537688442211	0.5	401.1880777165539	0.002492596504092818	49.12762140330936	50.37391965535619	0.4165462759588263	1.99655983118835	3.6029221029995537	1196.095467919101	-0.3426058184739937	8.805699942180229e-05	0.16414519770709582	liquid
