Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
95.0	1.0	446.39122114431854	0.0022401874244670672	-57.944549888480246	-55.70436246401355	-0.5600521507062586	2.143729662669123	3.378076491151019	1506.2112776083538	-0.4738946136481659	0.00018167876634810125	0.20688618428200153	liquid
96.28140703517587	1.0	444.6685582143213	0.0022488659958683657	-53.62107281947593	-51.37220682360725	-0.5147554049162433	2.136406838023532	3.3835371402885053	1494.3881135624624	-0.4706949242015029	0.00017486351555675604	0.20529223834257296	liquid
97.56281407035176	1.0	442.9371427658698	0.002257656681838907	-49.290511480684096	-47.032854798845676	-0.46998329805225836	2.1292810336696264	3.389304856957891	1482.483586292624	-0.46735258715448297	0.00016847909426409032	0.20367540901017106	liquid
98.84422110552764	1.0	441.1966403594209	0.002266563043601941	-44.95248871784199	-42.6859256742409	-0.42571826079715863	2.1223271296705346	3.39536064815701	1470.5009855729206	-0.4638668142722898	0.00016248741417093017	0.2020373814816442	liquid
100.12562814070351	1.0	439.4467089490553	0.0022755887793346275	-40.6066484485139	-38.33105966917876	-0.3819436132900209	2.1155241437406964	3.4016907100033094	1458.4430501507538	-0.46023572859279416	0.000156854507339734	0.20037973481076457	liquid
101.4070351758794	1.0	437.6869975458023	0.0022847377363440042	-36.25264946811242	-33.96791173176911	-0.33864345827634756	2.1088546075026464	3.408285755643352	1446.3120188140447	-0.4564564623797322	0.00015155000850105785	0.19870394795661875	liquid
102.68844221105527	1.0	435.9171449024979	0.0022940139237323898	-31.89016004575726	-29.59614612202518	-0.2958025887046135	2.102304037167367	3.415140452499226	1434.1096746573387	-0.4525252358191846	0.00014654670899047023	0.19701140537427272	liquid
103.96984924623115	1.0	434.13677820328127	0.002303421525673546	-27.518853180286534	-25.21543165461276	-0.2534064074374789	2.0958604842347794	3.422252953244672	1421.8373832673465	-0.4484374186905159	0.0001418201717069739	0.19530340217993433	liquid
105.25125628140704	1.0	432.34551174179506	0.0023129649154244466	-23.138402405038065	-20.825437489614295	-0.21144085712104863	2.0895141540998123	3.429624507486222	1409.496125471695	-0.44418757688891597	0.00013734839813763563	0.193581148919562	liquid
106.53266331658291	1.0	430.5429455727995	0.002322648670203127	-18.74847804528156	-16.4258293750776	-0.16989235856543317	2.0832570823612193	3.4372591433002606	1397.0865252200372	-0.4397695053563235	0.00013311153987772753	0.19184577596690994	liquid
107.8140703517588	1.0	428.7286641222175	0.002332477587071086	-14.348743844885046	-12.016266257814062	-0.12874775624607987	2.0770828602298557	3.4451634096180066	1384.6088730961867	-0.435176248688237	0.00012909164823664152	0.19009833757424527	liquid
109.09547738693468	1.0	426.90223474061435	0.0023424566999692554	-9.938853889283736	-7.596397189313701	-0.08799426974723544	2.0709864017744524	3.453346172018845	1372.063145894136	-0.43040011042187665	0.00012527245649463664	0.18833981559642643	liquid
110.37688442211055	1.0	425.0632061848683	0.0023525912980693993	-5.518449760564958	-3.1658584624965074	-0.047619450144427644	2.0649637468700908	3.461818455839502	1359.4490226299765	-0.425432651771916	0.00012163919019528028	0.18657112290669678	liquid
111.65829145728644	1.0	423.21110701215173	0.00236288694561905	-1.0871578674379987	1.275729078181112	-0.007611140466896245	2.059011894662998	3.470593331671778	1346.7658973055738	-0.42026468035997044	0.000118178401548589	0.18479310652025102	liquid
112.93969849246231	1.0	421.34544386951234	0.002373349503476992	3.3554131013925934	5.728762604869054	0.03204256049983088	2.0531286631662025	3.4796858393455405	1334.0128886882474	-0.4148862292776238	0.00011487782460197148	0.1830065504395632	liquid
114.2211055276382	1.0	419.4656996610894	0.0023839851525594533	7.809674647557367	10.193659800116407	0.07135333171390493	2.0473125712774394	3.48911294740277	1321.188847322962	-0.4092865266266588	0.00011172624832742093	0.18121217823334818	liquid
115.50251256281408	1.0	417.5713315734863	0.002394800419444061	12.276060900795185	14.670861320239007	0.11033266124339398	2.04156274008521	3.4988935458947497	1308.2923599490855	-0.40345395548851387	0.00010871340518894098	0.17941065535907288	liquid
116.78391959798995	1.0	415.66176893785627	0.002405802204410831	16.75503106562712	19.160833270037905	0.14899187599936736	2.0358788108172288	3.5090484710981706	1295.3217514519677	-0.3973760040841929	0.00010582987310587486	0.177602591236899	liquid
